Id,Choice,ChoiceWeight
14,25,2.0
18,16,2.0
46,16,2.0
77,16,3.0
86,16,2.0
96,16,2.0
111,16,3.0
184,16,2.0
192,16,1.0
100,4,2.0
101,20,2.0
145,20,2.0
50,20,2.0
194,20,1.0
191,20,1.0
64,10,1.0
126,10,2.0
40,19,2.0
210,19,2.0
89,13,3.0
120,13,3.0
105,13,3.0
134,13,3.0
73,13,3.0
137,13,3.0
136,13,3.0
167,13,1.0
70,13,1.0
196,13,2.0
78,13,2.0
228,13,1.0
229,13,3.0
186,13,2.0
114,7,2.0
131,7,3.0
215,7,1.0
2,2,2.0
42,2,2.0
62,2,1.0
113,2,3.0
159,2,1.0
216,2,2.0
226,2,2.0
153,28,3.0
28,28,3.0
202,28,2.0
207,28,2.0
39,8,1.0
44,8,1.0
162,8,1.0
223,8,1.0
94,21,2.0
183,3,3.0
147,3,3.0
188,3,2.0
195,3,2.0
211,3,3.0
208,3,3.0
23,23,1.0
75,23,2.0
90,23,2.0
112,23,2.0
121,23,3.0
129,23,2.0
206,23,1.0
5,6,1.0
8,6,1.0
27,6,2.0
58,6,1.0
69,6,1.0
72,6,3.0
80,6,1.0
99,6,3.0
138,6,3.0
140,6,3.0
148,6,3.0
151,6,1.0
154,6,3.0
163,6,3.0
176,6,2.0
143,6,2.0
182,6,1.0
200,6,1.0
221,6,3.0
224,6,2.0
102,0,0.0
174,0,0.0
217,0,0.0
21,27,3.0
150,27,3.0
22,27,3.0
45,27,3.0
24,27,3.0
51,27,3.0
30,27,3.0
190,27,3.0
67,27,2.0
157,27,2.0
87,27,3.0
79,27,3.0
92,27,2.0
93,27,2.0
95,27,3.0
97,27,3.0
104,27,3.0
4,27,3.0
117,27,1.0
116,27,1.0
123,27,3.0
175,27,3.0
124,27,2.0
61,27,2.0
161,27,3.0
133,27,3.0
193,27,3.0
185,27,3.0
198,27,3.0
203,27,3.0
212,27,3.0
204,27,2.0
63,27,2.0
225,27,3.0
122,27,3.0
47,9,1.0
57,9,1.0
125,9,2.0
179,9,2.0
12,15,1.0
15,15,2.0
56,15,2.0
66,15,1.0
76,15,2.0
98,15,2.0
106,15,2.0
128,15,2.0
170,15,3.0
201,15,2.0
222,15,1.0
25,12,1.0
43,12,3.0
68,12,3.0
53,12,2.0
65,12,1.0
81,12,2.0
156,12,2.0
158,12,2.0
169,12,3.0
172,12,1.0
13,12,1.0
6,11,1.0
9,11,2.0
118,11,2.0
16,11,3.0
31,11,1.0
34,11,1.0
103,11,1.0
109,11,1.0
135,11,3.0
144,11,1.0
155,11,3.0
41,31,1.0
49,31,3.0
83,31,3.0
110,31,3.0
119,31,3.0
127,31,2.0
141,31,1.0
149,31,2.0
165,31,2.0
160,31,2.0
181,31,3.0
139,31,3.0
213,31,2.0
231,31,3.0
10,30,1.0
59,30,2.0
60,30,1.0
82,30,1.0
85,30,1.0
91,30,1.0
107,30,1.0
108,30,1.0
132,30,2.0
168,30,1.0
199,30,1.0
209,30,3.0
219,30,2.0
227,30,3.0
230,30,2.0
35,0,0.0
11,32,1.0
55,32,3.0
189,32,1.0
197,32,3.0
205,32,1.0
1,18,1.0
20,18,2.0
173,18,2.0
177,18,3.0
218,18,3.0
26,1,2.0
37,1,3.0
52,1,2.0
130,1,3.0
146,1,1.0
152,1,1.0
54,1,2.0
178,1,3.0
7,1,3.0
33,29,3.0
142,29,2.0
164,29,2.0
220,29,1.0
84,26,1.0
88,26,1.0
115,26,1.0
71,24,3.0
166,24,3.0
171,24,3.0
180,24,3.0
187,24,3.0
214,24,3.0
